"invoice_no","stock_code","quantity","unit_price","revenue"
"547569","22670",12,1.25,15.00
"547569","22083",12,2.95,35.40
"547569","79000",24,0.85,20.40
"547570","22487",4,8.5,34.0
"547570","20682",6,3.25,19.50
"547570","20679",3,5.95,17.85
"547570","84970S",12,0.85,10.20
"547570","21313",12,0.85,10.20
"547570","22219",12,0.85,10.20
"547570","22341",12,1.65,19.80
"547570","22227",24,0.65,15.60
"547571","20726",10,1.65,16.50
"547571","84945",24,0.85,20.40
"547571","16161U",25,0.42,10.50
"547571","23054",2,8.25,16.50
"547571","23052",2,8.25,16.50
"547571","23050",2,8.25,16.50
"547571","23053",2,8.25,16.50
"547571","22722",8,3.95,31.60
"547571","21931",10,1.95,19.50
"547571","22411",10,1.95,19.50
"547571","22960",6,4.25,25.50
"547571","22087",6,2.95,17.70
"547571","22499",6,5.95,35.70
"547571","22197",24,0.85,20.40
"547571","21354",12,1.25,15.00
"547571","22207",12,4.25,51.00
"547571","20728",10,1.65,16.50
"547571","22383",10,1.65,16.50
"547571","C2",1,50,50
"547572","15056N",3,5.95,17.85
"547572","85014B",3,5.95,17.85
"547572","85014A",3,5.95,17.85
"547572","84974",1,9.95,9.95
"547572","21136",16,1.69,27.04
"547572","84879",8,1.69,13.52
"547572","22427",3,5.95,17.85
"547572","21232",24,1.25,30.00
"547572","21231",12,1.25,15.00
"547572","21535",6,2.55,15.30
"547572","21534",3,4.95,14.85
"547572","22423",1,12.75,12.75
"547572","22265",24,0.65,15.60
"547572","22322",12,0.85,10.20
"547572","85194S",24,0.65,15.60
"547573","22148",24,1.95,46.80
"547573","22269",16,1.25,20.00
"547573","22859",6,1.65,9.90
"547573","22860",6,1.65,9.90
"547573","22857",12,0.85,10.20
"547573","21981",24,0.29,6.96
"547573","22499",6,5.95,35.70
"547573","22084",6,2.95,17.70
"C547574","22841",-2,7.95,-15.90
"547576","85099B",10,1.95,19.50
"547576","21985",24,0.29,6.96
"547576","22723",4,3.95,15.80
"547576","22487",4,8.5,34.0
"547576","20682",6,3.25,19.50
"547577","82581",12,0.55,6.60
"547577","82580",12,0.55,6.60
"547577","85150",12,2.55,30.60
"547577","82600",48,1.85,88.80
"547577","22670",12,1.25,15.00
"547577","21181",48,1.85,88.80
"547577","85152",48,1.85,88.80
"547577","21175",48,2.08,99.84
"547577","21166",48,1.85,88.80
"547578","84946",12,1.25,15.00
"547578","84755",16,0.65,10.40
"547578","82494L",12,2.95,35.40
"547578","82486",6,8.95,53.70
"547578","71459",12,0.85,10.20
"547578","22983",12,0.42,5.04
"547578","22892",12,1.25,15.00
"547578","22718",12,0.42,5.04
"547578","22667",6,2.95,17.70
"547578","22666",6,2.95,17.70
"547578","22488",12,1.65,19.80
"547578","22456",6,4.95,29.70
"547578","22196",12,0.85,10.20
"547578","22178",12,1.25,15.00
"547578","22027",12,0.42,5.04
"547578","21874",12,1.25,15.00
"547578","21872",12,1.25,15.00
"547578","21754",4,5.95,23.80
"547578","21621",4,8.5,34.0
"547578","21519",12,0.42,5.04
"547578","21509",12,0.42,5.04
"547578","21508",12,0.42,5.04
"547578","21472",6,3.75,22.50
"547578","82580",12,0.55,6.60
"547578","21215",24,0.55,13.20
"547578","22479",12,1.25,15.00
"547578","21907",12,2.1,25.2
"547578","22224",6,2.95,17.70
"547578","21756",3,5.95,17.85
"547579","23076",48,1.25,60.00
"547579","23078",48,1.25,60.00
"547580","22961",12,1.45,17.40
"547580","22960",12,3.75,45.00
"547580","22722",4,3.95,15.80
"547580","22383",10,1.65,16.50
"547580","22526",12,10.95,131.40
"547580","22982",12,1.25,15.00
"547580","22978",6,3.75,22.50
"547580","84997B",6,4.15,24.90
"547580","22697",6,2.95,17.70
"547580","22698",6,2.95,17.70
"547580","22699",6,2.95,17.70
"547580","22626",2,8.5,17.0
"547580","85123A",12,2.95,35.40
"547580","22846",1,16.95,16.95
"547580","22855",48,1.06,50.88
"547580","85066",2,12.75,25.50
"547580","21754",3,5.95,17.85
"547580","21756",3,5.95,17.85
"547580","47590B",3,5.45,16.35
"547580","47590A",3,5.45,16.35
"547580","21932",5,2.95,14.75
"547580","22557",12,1.65,19.80
"547580","21933",5,2.95,14.75
"547580","21231",12,1.25,15.00
"547580","21232",12,1.25,15.00
"547580","21242",8,1.69,13.52
"547580","21238",8,0.85,6.80
"547580","20676",8,1.25,10.00
"547580","21210",12,1.45,17.40
"547580","21535",6,2.55,15.30
"547580","21527",2,7.95,15.90
"C547581","22367",-1,1.95,-1.95
"C547581","22554",-1,1.65,-1.65
"C547581","21561",-1,2.55,-2.55
"C547581","22236",-1,12.75,-12.75
"C547582","23194",-3,2.25,-6.75
"C547582","23177",-2,2.25,-4.50
"547583","22652",36,1.65,59.40
"547583","21787",48,0.85,40.80
"547583","84378",48,1.25,60.00
"547583","22966",42,1.25,52.50
"547583","21977",60,0.55,33.00
"547583","22938",42,1.95,81.90
"547583","22616",36,0.29,10.44
"547583","22988",36,1.25,45.00
"547583","22971",24,2.55,61.20
"547583","22970",24,2.55,61.20
"547583","22713",24,0.42,10.08
"547583","22659",24,1.95,46.80
"C547594","22978",-4,3.75,-15.00
"547623","47580",6,2.55,15.30
"547623","37500",12,4.95,59.40
"547623","21899",24,0.65,15.60
"547623","21902",24,0.65,15.60
"547623","21524",2,7.95,15.90
"547623","22691",2,7.95,15.90
"547623","21164",6,2.95,17.70
"547623","82552",12,1.45,17.40
"547623","82551",12,1.45,17.40
"547623","82583",12,2.1,25.2
"547623","22196",12,0.85,10.20
"547623","22084",6,2.95,17.70
"547623","22644",12,1.45,17.40
"547623","22645",12,1.45,17.40
"547623","22646",12,1.45,17.40
"547623","22175",6,2.95,17.70
"547623","22176",6,2.95,17.70
"547623","47591D",8,1.95,15.60
"547623","20728",10,1.65,16.50
"547623","22256",12,1.25,15.00
"547623","84459A",12,1.49,17.88
"547623","22779",4,4.25,17.00
"547623","22780",4,4.25,17.00
"547623","21399",48,0.39,18.72
"547623","21397",48,0.39,18.72
"547623","21400",24,0.12,2.88
"547623","85027L",6,1.95,11.70
"547623","85078",48,0.19,9.12
"547623","22982",12,1.25,15.00
"547623","22979",12,1.45,17.40
"547623","23180",4,4.95,19.80
"547639","22961",12,1.45,17.40
"547639","22077",12,1.65,19.80
"547639","22076",12,1.65,19.80
"547639","22693",24,1.25,30.00
"547639","22498",3,5.95,17.85
"547639","22150",6,1.95,11.70
"547639","85178",12,1.25,15.00
"547639","21043",12,1.95,23.40
"547644","85123A",6,2.95,17.70
"547644","48187",2,7.95,15.90
"547644","22989",6,3.25,19.50
"547644","22961",24,1.45,34.80
"547644","22960",12,3.75,45.00
"547644","22956",6,2.1,12.6
"547644","22776",4,9.95,39.80
"547644","22720",6,4.95,29.70
"547644","22666",6,2.95,17.70
"547644","22423",6,12.75,76.50
"547644","22151",24,0.42,10.08
"547644","22061",4,9.95,39.80
"547644","22055",16,1.65,26.40
"547644","21877",12,1.25,15.00
"547644","21164",6,2.95,17.70
"547645","22435",12,1.25,15.00
"547645","84988",24,1.45,34.80
"547645","22090",12,2.95,35.40
"547645","22128",24,1.25,30.00
"547645","22668",10,2.95,29.50
"547645","21975",24,0.55,13.20
"547645","POST",1,40,40
"547647","20727",10,1.65,16.50
"547647","20728",10,1.65,16.50
"547647","20977",16,1.25,20.00
"547647","22384",10,1.65,16.50
"547647","21086",12,0.65,7.80
"547647","22084",12,2.95,35.40
"547647","22315",12,1.25,15.00
"547647","22333",8,1.65,13.20
"547647","20725",10,1.65,16.50
"547647","20979",16,1.25,20.00
"547647","21212",24,0.55,13.20
"547647","21977",24,0.55,13.20
"547647","21976",24,0.55,13.20
"547647","48187",2,7.95,15.90
"547648","22978",6,3.75,22.50
"547648","22993",12,1.25,15.00
"547649","15056P",1,5.95,5.95
"547649","20679",2,5.95,11.90
"547649","85014A",1,5.95,5.95
"547649","15056N",1,5.95,5.95
"547649","15056BL",2,5.95,11.90
"547649","85014B",2,5.95,11.90
"547649","84978",6,1.25,7.50
"547649","84970S",12,0.85,10.20
"547649","21561",2,2.55,5.10
"547649","21558",6,2.55,15.30
"547649","22352",6,2.55,15.30
"547649","22197",10,0.85,8.50
"547649","22084",2,2.95,5.90
"547649","20845",2,6.35,12.70
"547649","21232",2,1.25,2.50
"547649","22890",1,9.95,9.95
"547649","84596F",8,0.42,3.36
"547649","84596E",8,0.42,3.36
"547649","72741",9,1.45,13.05
"547649","21155",3,2.55,7.65
"547649","20751",12,2.1,25.2
"547649","22650",4,1.45,5.80
"547649","22517",2,2.1,4.2
"547649","22515",1,2.1,2.1
"547649","22514",1,2.1,2.1
"547649","22516",1,2.1,2.1
"547649","84898F",2,2.1,4.2
"547649","22569",3,3.75,11.25
"547649","85152",2,2.1,4.2
"547649","22993",1,1.25,1.25
"547649","22645",2,1.45,2.90
"547649","20992",2,0.85,1.70
"547649","21212",2,0.55,1.10
"547649","21559",6,2.55,15.30
"547649","85123A",6,2.95,17.70
"547649","21733",6,2.95,17.70
"547649","22522",4,0.85,3.40
"547649","22521",4,0.85,3.40
"547649","22520",4,0.85,3.40
"547649","22523",4,0.85,3.40
"547649","20725",2,1.65,3.30
"547649","22384",2,1.65,3.30
"547649","22524",4,1.25,5.00
"547649","22525",4,1.25,5.00
"547649","20727",2,1.65,3.30
"547649","22382",1,1.65,1.65
"547649","20754",3,2.1,6.3
"547649","22558",5,1.49,7.45
"547649","85099B",2,1.95,3.90
"547649","22385",1,1.95,1.95
"547649","20712",1,1.95,1.95
"547649","21930",2,1.95,3.90
"547649","85099F",2,1.95,3.90
"547649","22386",2,1.95,3.90
"547649","85099C",2,1.95,3.90
"547649","21931",2,1.95,3.90
"547650","21165",1,1.69,1.69
"547650","82582",2,2.1,4.2
"547650","82583",1,2.1,2.1
"547650","85152",1,2.1,2.1
"547650","82599",1,2.1,2.1
"547650","22989",4,3.25,13.00
"547650","20750",1,7.95,7.95
"547650","22138",1,4.95,4.95
"547650","22720",1,4.95,4.95
"547650","22567",5,1.25,6.25
"547650","22084",6,2.95,17.70
"547650","22993",2,1.25,2.50
"547650","22960",3,4.25,12.75
"547650","22666",2,2.95,5.90
"547650","21623",1,9.95,9.95
"547650","21500",25,0.42,10.50
"547650","21499",25,0.42,10.50
"547650","21930",1,1.95,1.95
"547650","85099C",1,1.95,1.95
"547650","22411",1,1.95,1.95
"547650","85014B",1,5.95,5.95
"547650","85014A",1,5.95,5.95
"547650","20679",1,5.95,5.95
"547650","15056N",1,5.95,5.95
"547650","15056P",1,5.95,5.95
"547650","21034",2,0.95,1.90
"547650","22961",6,1.45,8.70
"547650","22499",3,5.95,17.85
"547650","21878",9,0.85,7.65
"547650","84879",8,1.69,13.52
"547650","22284",12,1.65,19.80
"547650","22285",12,1.65,19.80
"547650","21588",4,2.55,10.20
"547650","21586",4,2.55,10.20
"547650","21922",2,7.95,15.90
"547650","48187",1,7.95,7.95
"547650","48138",1,7.95,7.95
"547650","48194",1,7.95,7.95
"547650","48184",1,7.95,7.95
"547650","21937",2,2.95,5.90
"547650","21936",2,2.95,5.90
"547650","85099B",3,1.95,5.85
"547650","22386",2,1.95,3.90
"547650","21929",2,1.95,3.90
"547650","21928",1,1.95,1.95
"547650","85099F",1,1.95,1.95
"547650","20713",1,1.95,1.95
"547650","47590B",1,5.45,5.45
"547650","47590A",1,5.45,5.45
"547650","22084",4,2.95,11.80
"547650","22383",3,1.65,4.95
"547650","20725",2,1.65,3.30
"547650","85187",10,1.65,16.50
"547650","22989",4,3.25,13.00
"547650","22990",3,4.95,14.85
"547650","22382",1,1.65,1.65
"547650","22384",3,1.65,4.95
"547650","20728",2,1.65,3.30
"547650","21931",2,1.95,3.90
"547650","22663",2,1.95,3.90
"547650","20727",2,1.65,3.30
"547650","22662",2,1.65,3.30
"547650","21908",1,2.1,2.1
"547650","21166",1,2.08,2.08
"547650","21174",2,2.08,4.16
"547650","21175",2,2.55,5.10
"547650","21164",1,2.95,2.95
"547651","84795B",1,7.95,7.95
"547651","21922",1,7.95,7.95
"547651","82613A",1,1.25,1.25
"547651","82613B",1,1.25,1.25
"547651","82613C",1,1.25,1.25
"547651","82613D",1,1.25,1.25
"547651","82613A",1,1.25,1.25
"547651","82613C",1,1.25,1.25
"547651","82613D",1,1.25,1.25
"547651","82613B",1,1.25,1.25
"547651","23184",2,4.95,9.90
"547651","22084",1,2.95,2.95
"547651","85038",1,2.1,2.1
"547651","22990",2,4.95,9.90
"547651","22989",2,3.25,6.50
"547651","22467",1,2.55,2.55
"547651","22084",1,2.95,2.95
"547651","85202",2,0.42,0.84
"547651","22247",1,0.85,0.85
"547651","21389",1,0.85,0.85
"547651","21389",1,0.85,0.85
"547651","22293",1,1.45,1.45
"547651","22265",2,0.65,1.30
"547651","21386",1,0.85,0.85
"547651","22291",1,1.45,1.45
"547651","22292",1,1.45,1.45
"547651","22979",1,1.45,1.45
"547651","85205B",2,2.55,5.10
"547651","22284",1,1.65,1.65
"547651","22287",1,1.65,1.65
"547651","22286",2,1.65,3.30
"547651","22285",1,1.65,1.65
"547651","85203",1,0.42,0.42
"547651","85038",1,2.1,2.1
"547651","22719",1,1.25,1.25
"547651","22244",1,1.95,1.95
"547651","20686",1,3.25,3.25
"547651","20684",1,3.25,3.25
"547651","85014B",1,5.95,5.95
"547651","20682",1,3.25,3.25
"547651","21459",3,1.95,5.85
"547651","21172",3,1.45,4.35
"547651","22553",1,1.65,1.65
"547651","22554",1,1.65,1.65
"547651","22554",1,1.65,1.65
"547651","22551",1,1.65,1.65
"547651","22551",1,1.65,1.65
"547651","22555",1,1.65,1.65
"547651","22556",1,1.65,1.65
"547651","22553",1,1.65,1.65
"547651","22556",1,1.65,1.65
"547651","22555",1,1.65,1.65
"547651","21903",1,2.1,2.1
"547651","22413",1,2.95,2.95
"547651","21181",1,2.1,2.1
"547651","21904",1,2.1,2.1
"547651","21908",1,2.1,2.1
"547651","21174",1,2.08,2.08
"547651","21175",2,2.55,5.10
"547651","21163",1,1.45,1.45
"547651","21162",1,1.45,1.45
"547651","21159",1,1.45,1.45
"547651","15056P",1,5.95,5.95
"547651","85014B",1,5.95,5.95
"547651","15056P",1,5.95,5.95
"547651","85014A",1,5.95,5.95
"547651","15056N",2,5.95,11.90
"547651","20679",2,5.95,11.90
"547651","22291",1,1.45,1.45
"547651","22292",1,1.45,1.45
"547651","22289",1,1.25,1.25
"547651","84457",1,0.85,0.85
"547651","22248",1,0.85,0.85
"547651","22293",1,1.45,1.45
"547651","22249",1,0.85,0.85
"547651","22249",1,0.85,0.85
"547651","22292",1,1.45,1.45
"547651","22249",1,0.85,0.85
"547651","22288",1,1.25,1.25
"547651","22287",1,1.65,1.65
"547651","22291",1,1.45,1.45
"547651","22248",1,0.85,0.85
"547651","22243",1,1.65,1.65
"547651","22212",1,2.1,2.1
"547651","22595",1,0.85,0.85
"547651","22249",1,0.85,0.85
"547651","22288",1,1.25,1.25
"547651","22595",1,0.85,0.85
"547651","85203",1,0.42,0.42
"547651","84457",1,0.85,0.85
"547651","22293",1,1.45,1.45
"547651","21386",3,0.85,2.55
"547651","22285",1,1.65,1.65
"547651","21158",1,1.45,1.45
"547651","21248",1,1.45,1.45
"547651","21165",1,1.69,1.69
"547651","85152",2,2.1,4.2
"547651","22117",1,2.95,2.95
"547651","21907",1,2.1,2.1
"547651","21770",2,4.95,9.90
"547651","22456",1,4.95,4.95
"547651","22456",2,4.95,9.90
"547651","85123A",4,2.95,11.80
"547651","22804",2,2.95,5.90
"547651","84763",8,1.25,10.00
"547651","22432",3,1.95,5.85
"547651","22431",1,1.95,1.95
"547651","22432",1,1.95,1.95
"547651","22431",1,1.95,1.95
"547651","85175",32,0.42,13.44
"547651","22968",1,9.95,9.95
"547651","22501",1,9.95,9.95
"547651","22782",1,24.95,24.95
"547651","22444",48,1.25,60.00
"547652","37450",1,2.95,2.95
"547652","21447",24,1.25,30.00
"547652","21445",96,1.25,120.00
"547652","21471",2,3.75,7.50
"547652","22221",1,9.95,9.95
"547652","22851",1,0.85,0.85
"547652","22348",1,0.85,0.85
"547652","21555",1,2.55,2.55
"547652","21364",1,6.75,6.75
"547652","21664",1,3.75,3.75
"547652","21041",1,2.95,2.95
"547652","22195",1,1.65,1.65
"547652","82583",1,2.1,2.1
"547652","20727",1,1.65,1.65
"547652","20726",1,1.65,1.65
"547652","21311",1,2.1,2.1
"547652","22261",1,0.85,0.85
"547652","85129D",1,1.25,1.25
"547652","21889",1,1.25,1.25
"547652","22543",1,0.42,0.42
"547652","22260",1,0.85,0.85
"547652","22262",1,0.85,0.85
"547652","82580",1,0.55,0.55
"547652","22286",1,1.65,1.65
"547652","21232",1,1.25,1.25
"547652","22405",1,1.25,1.25
"547652","21067",1,1.25,1.25
"547652","22079",1,1.65,1.65
"547652","21563",1,2.95,2.95
"547652","84970L",24,0.95,22.80
"547653","22356",100,0.72,72.00
"547653","22243",5,1.65,8.25
"547653","22383",10,1.65,16.50
"547653","22666",7,2.95,20.65
"547653","22857",6,0.85,5.10
"547653","22857",6,0.85,5.10
"547653","22993",5,1.25,6.25
"547653","22667",4,2.95,11.80
"547653","22722",5,3.95,19.75
"547653","20749",2,7.95,15.90
"547653","21669",12,1.25,15.00
"547653","21155",3,2.55,7.65
"547653","22558",5,1.49,7.45
"547653","22900",3,2.95,8.85
"547653","21035",3,3.25,9.75
"547653","22989",2,3.25,6.50
"547653","22989",4,3.25,13.00
"547653","22138",24,4.25,102.00
"547653","21213",24,0.55,13.20
"547653","21975",120,0.42,50.40
"547653","21977",120,0.42,50.40
"547653","21212",120,0.42,50.40
"547654","21245",1,1.69,1.69
"547654","21244",1,1.69,1.69
"547654","21243",1,1.69,1.69
"547654","21242",1,1.69,1.69
"547654","22676",2,1.25,2.50
"547654","22677",1,1.25,1.25
"547654","22682",1,1.25,1.25
"547654","22684",1,1.25,1.25
"547654","22685",1,1.25,1.25
"547654","22680",1,1.25,1.25
"547654","22679",1,1.25,1.25
"547654","22678",1,1.25,1.25
"547654","84997D",1,4.15,4.15
"547654","21770",2,4.95,9.90
"547654","84691",2,0.85,1.70
"547654","23182",2,0.83,1.66
"547654","21930",2,1.95,3.90
"547654","85183B",1,3.75,3.75
"547654","22844",2,8.5,17.0
"547654","22796",1,9.95,9.95
"547654","22508",1,3.75,3.75
"547655","85123A",6,2.95,17.70
"547655","48187",2,7.95,15.90
"547655","22989",6,3.25,19.50
"547655","22961",24,1.45,34.80
"547655","22960",12,3.75,45.00
"547655","22956",6,2.1,12.6
"547655","22776",4,9.95,39.80
"547655","22720",6,4.95,29.70
"547655","22666",6,2.95,17.70
"547655","22423",6,12.75,76.50
"547655","22151",24,0.42,10.08
"547655","22061",4,9.95,39.80
"547655","22055",16,1.65,26.40
"547655","21877",12,1.25,15.00
"547655","21164",6,2.95,17.70
"547656","82552",1,1.45,1.45
"547656","22487",1,9.95,9.95
"547656","22173",1,2.95,2.95
"547656","21181",3,2.1,6.3
"547656","85150",2,2.55,5.10
"547656","85152",1,2.1,2.1
"547656","21165",1,1.69,1.69
"547656","82582",3,2.1,6.3
"547656","21164",1,2.95,2.95
"547656","82551",1,1.45,1.45
"547656","21175",4,2.55,10.20
"547656","21174",2,2.08,4.16
"547656","21179",2,1.25,2.50
"547656","21166",3,2.08,6.24
"547656","21908",2,2.1,4.2
"547656","21899",1,0.65,0.65
"547656","21900",1,0.65,0.65
"547656","21902",1,0.65,0.65
"547656","21901",1,0.65,0.65
"547656","85123A",2,2.95,5.90
"547656","47566",2,4.95,9.90
"547656","22110",1,2.55,2.55
"547656","21484",1,3.45,3.45
"547656","22441",1,2.1,2.1
"547656","22520",1,0.85,0.85
"547656","22867",1,2.1,2.1
"547656","22633",1,2.1,2.1
"547656","17090D",1,1.25,1.25
"547656","22982",1,1.25,1.25
"547656","22980",1,1.65,1.65
"547656","21977",1,0.55,0.55
"547656","85231B",1,0.85,0.85
"547656","22999",2,0.42,0.84
"547656","22998",2,0.42,0.84
"547656","22997",2,0.42,0.84
"547656","22995",1,0.42,0.42
"547656","22994",2,0.42,0.84
"547656","23004",2,0.42,0.84
"547656","23003",1,0.42,0.42
"547656","21124",1,1.25,1.25
"547656","21122",1,1.25,1.25
"547656","21121",1,1.25,1.25
"547656","47593B",1,0.39,0.39
"547656","47593A",2,0.29,0.58
"547656","22077",2,1.65,3.30
"547656","20658",1,1.25,1.25
"547656","85049E",1,1.25,1.25
"547656","85049F",2,1.25,2.50
"547656","22652",2,1.65,3.30
"547656","84991",1,0.55,0.55
"547656","21215",1,0.55,0.55
"547656","21212",3,0.55,1.65
"547656","85049G",2,1.25,2.50
"547656","85049C",2,1.25,2.50
"547656","22851",2,0.85,1.70
"547656","22907",3,0.85,2.55
"547656","22120",1,9.95,9.95
"547656","21755",1,5.95,5.95
"547656","17091J",36,0.38,13.68
"547656","22083",1,2.95,2.95
"547656","21154",1,1.25,1.25
"547656","20752",1,2.1,2.1
"547656","20914",1,2.95,2.95
"547656","84978",6,1.25,7.50
"547656","22558",2,1.49,2.98
"547656","22722",1,3.95,3.95
"547656","85053",2,2.1,4.2
"547656","84375",1,2.1,2.1
"547656","21877",1,1.25,1.25
"547656","21070",2,1.25,2.50
"547656","84279P",2,3.75,7.50
"547656","84279B",2,3.75,7.50
"547656","20718",1,1.25,1.25
"547657","21534",3,4.95,14.85
"547657","21527",2,7.95,15.90
"547657","21754",3,5.95,17.85
"547657","21877",12,1.25,15.00
"547657","22720",6,4.95,29.70
"547657","22990",2,4.95,9.90
"547657","22993",12,1.25,15.00
"547657","21533",12,4.25,51.00
"547657","21535",12,2.55,30.60
"547657","22427",6,5.95,35.70
"547657","82482",6,2.55,15.30
"547657","22411",10,1.95,19.50
"547657","21314",8,2.1,16.8
"547657","22798",8,2.95,23.60
"547657","84946",12,1.25,15.00
"547657","22178",36,1.25,45.00
"547657","71459",36,0.85,30.60
"547658","22854",2,4.95,9.90
"547658","47559B",1,1.25,1.25
"547658","21154",4,1.25,5.00
"547658","84218",1,1.95,1.95
"547658","47013A",2,0.29,0.58
"547658","47013C",2,0.29,0.58
"547658","22934",6,2.95,17.70
"547658","84452",4,0.85,3.40
"547658","21041",1,2.95,2.95
"547658","84692",3,0.42,1.26
"547658","21382",4,2.95,11.80
"547658","22244",1,1.95,1.95
"547658","21455",2,0.85,1.70
"547658","22951",4,0.55,2.20
"547658","21977",2,0.55,1.10
"547658","21212",5,0.55,2.75
"547658","21212",4,0.55,2.20
"547658","22892",4,1.25,5.00
"547658","22505",1,4.95,4.95
"547658","37449",2,9.95,19.90
"547658","22846",1,16.95,16.95
"547658","22848",1,16.95,16.95
"547658","85159A",1,1.95,1.95
"547658","22839",1,14.95,14.95
"547658","21399",12,0.39,4.68
"547658","21398",12,0.39,4.68
"547658","35265",1,1.95,1.95
"547658","22666",1,2.95,2.95
"547658","22665",1,2.95,2.95
"547658","22667",1,2.95,2.95
"547658","22720",2,4.95,9.90
"547658","84596B",8,0.42,3.36
"547658","84596E",8,0.42,3.36
"547658","22626",2,8.5,17.0
"547658","71406C",2,0.42,0.84
"547658","22854",4,4.95,19.80
"547658","21539",1,4.95,4.95
"547658","22722",2,3.95,7.90
"547658","22993",2,1.25,2.50
"547658","21080",6,0.85,5.10
"547658","22649",1,4.95,4.95
"547658","22851",6,0.85,5.10
"547658","84531B",6,0.39,2.34
"547658","84531A",6,0.39,2.34
"547658","22348",2,0.85,1.70
"547658","21397",12,0.39,4.68
"547658","22961",6,1.45,8.70
"547658","85214",2,1.65,3.30
"547658","21181",2,2.1,4.2
"547658","85150",1,2.55,2.55
"547658","82600",2,2.1,4.2
"547658","85152",2,2.1,4.2
"547658","82583",1,2.1,2.1
"547658","21165",1,1.69,1.69
"547658","21166",2,2.08,4.16
"547658","82599",1,2.1,2.1
"547658","21169",1,1.69,1.69
"547658","22228",2,0.85,1.70
"547658","82552",2,1.45,2.90
"547658","21454",2,0.85,1.70
"547658","22721",1,4.95,4.95
"547658","22229",2,0.85,1.70
"547658","21402",6,0.12,0.72
"547658","21403",6,0.12,0.72
"547658","22723",2,3.95,7.90
"547658","22173",1,2.95,2.95
"547658","22383",2,1.65,3.30
"547658","22662",2,1.65,3.30
"547658","22356",1,0.85,0.85
"547658","20719",3,0.85,2.55
"547658","20725",1,1.65,1.65
"547658","20723",6,0.85,5.10
"547658","22661",2,0.85,1.70
"547658","22355",1,0.85,0.85
"547658","22356",5,0.85,4.25
"547658","22384",3,1.65,4.95
"547659","20665",6,2.95,17.70
"547659","22232",8,1.65,13.20
"547659","23052",2,8.25,16.50
"547659","23053",2,8.25,16.50
"547659","20749",2,7.95,15.90
"547659","20750",2,7.95,15.90
"547659","47590A",3,5.45,16.35
"547659","47590B",3,5.45,16.35
"547659","21366",3,4.25,12.75
"547659","21372",6,2.95,17.70
"547659","20984",12,0.85,10.20
"547659","20983",12,0.85,10.20
"547659","22786",8,5.95,47.60
"547659","22785",4,6.75,27.00
"547659","48138",2,7.95,15.90
"547659","23051",2,8.25,16.50
"C547661","22356",-2,0.85,-1.70
"C547661","21874",-1,1.25,-1.25
"C547661","21216",-1,4.95,-4.95
"547662","20828",4,2.55,10.20
"547662","21622",2,4.95,9.90
"547662","22907",2,0.85,1.70
"547662","22914",1,4.95,4.95
"547662","22913",1,4.95,4.95
"547662","22993",4,1.25,5.00
"547662","22652",3,1.65,4.95
"547662","21774",2,1.25,2.50
"547662","21773",2,1.25,2.50
"547662","22181",4,0.85,3.40
"547662","22989",3,3.25,9.75
"547662","84879",16,1.69,27.04
"547662","22178",6,1.25,7.50
"547662","22654",2,5.95,11.90
"547662","22666",3,2.95,8.85
"547662","17091J",3,1.25,3.75
"547662","17091A",3,1.25,3.75
"547662","21259",3,5.95,17.85
"547662","22720",2,4.95,9.90
"547663","22660",1,7.95,7.95
"547663","20886",5,1.95,9.75
"547663","21066",12,1.25,15.00
"547663","22383",5,1.65,8.25
"547663","21213",1,0.55,0.55
"547663","21212",1,0.55,0.55
"547663","84992",1,0.55,0.55
"547663","21975",1,0.55,0.55
"547663","21043",6,1.95,11.70
"547663","23000",11,0.42,4.62
"547663","23000",9,0.42,3.78
"547663","22481",3,1.25,3.75
"547663","21592",1,1.25,1.25
"547663","85132C",1,9.95,9.95
"547663","85132B",1,9.95,9.95
"547663","22139",1,4.95,4.95
"547663","22813",5,1.95,9.75
"547663","22498",2,5.95,11.90
"547663","22555",5,1.65,8.25
"547663","22139",2,4.95,9.90
"547663","84946",12,1.25,15.00
"547663","20728",6,1.65,9.90
"547663","20695",1,4.25,4.25
"547663","23127",1,4.95,4.95
"547663","23126",1,4.95,4.95
"547663","23126",1,4.95,4.95
"547663","23128",1,4.95,4.95
"547663","21027",4,1.25,5.00
"547663","21059",5,0.85,4.25
"547663","21058",1,0.85,0.85
"547663","21058",1,0.85,0.85
"547663","21061",5,0.85,4.25
"547663","21060",5,0.85,4.25
"547663","21058",3,0.85,2.55
"547663","22654",1,5.95,5.95
"547663","22150",5,1.95,9.75
"547663","22556",5,1.65,8.25
"547663","22616",12,0.29,3.48
"547663","84548",10,1.65,16.50
"547663","22665",4,2.95,11.80
"547663","22564",2,1.25,2.50
"547663","22563",2,1.25,2.50
"547663","22562",2,1.25,2.50
"547663","47590B",1,5.45,5.45
"547663","47590A",2,5.45,10.90
"547663","47590B",1,5.45,5.45
"547663","20704",2,6.95,13.90
"547663","20705",4,6.95,27.80
"547663","21025",5,1.25,6.25
"547663","22376",4,4.25,17.00
"547663","22374",3,4.25,12.75
"547663","22375",3,4.25,12.75
"547663","22371",3,4.25,12.75
"547663","21577",2,2.25,4.50
"547663","21576",3,2.25,6.75
"547663","84032B",3,2.95,8.85
"547663","84032A",3,2.95,8.85
"547663","22845",1,6.35,6.35
"547663","84796A",2,12.75,25.50
"547663","22441",6,2.1,12.6
